Record of quality controled Wind Speed1 Data.  Caluclated using ErkenHrQC_5.pro on Thu Aug 08 09:03:27 2019
Input file = Is_Hr_Cum_orig2016-2019.csv

*********** Values exceeding 30.0000 replaced with missing value (NaN) ***********

Date/Time	TimeZone	EDay	Replaced Value

*********** Values less than 0.000000 replaced with missing value (NaN) ***********

Date/Time	TimeZone	EDay	Replaced Value
****************************************** REPEATING VALUES ********************************************

Record of quality controled Wind Speed1 Data.  Caluclated using ErkenHrQC_5.pro on Thu Aug 08 09:03:27 2019
Input file = Is_Hr_Cum_orig2016-2019.csv

Date/Time	TimeZone	EDay	Replaced Value
2017-09-17 15:00	UCT+1	 14	       0.020
2017-09-17 16:00	UCT+1	 14	       0.020
2017-09-17 17:00	UCT+1	 13	       0.020
2017-09-17 18:00	UCT+1	 12	       0.020
2017-09-17 19:00	UCT+1	 11	       0.020
2017-09-17 20:00	UCT+1	 10	       0.020
2017-09-17 21:00	UCT+1	  9	       0.020
2017-09-17 22:00	UCT+1	  7	       0.020
2017-09-17 23:00	UCT+1	  9	       0.020
2017-09-18 00:00	UCT+1	  9	       0.020
2017-09-18 01:00	UCT+1	  0	       0.020
2017-09-18 02:00	UCT+1	  8	       0.020
2017-09-18 03:00	UCT+1	  9	       0.020
2017-09-18 04:00	UCT+1	  8	       0.020
2017-09-18 05:00	UCT+1	  8	       0.020
2017-09-18 06:00	UCT+1	  8	       0.020
2017-09-18 07:00	UCT+1	  9	       0.020
2017-09-18 08:00	UCT+1	  9	       0.020
2017-09-18 09:00	UCT+1	 10	       0.020
2017-09-18 10:00	UCT+1	 10	       0.020
2017-09-18 11:00	UCT+1	 11	       0.020
2017-09-18 12:00	UCT+1	 12	       0.020
2017-09-18 13:00	UCT+1	 12	       0.020
2017-09-18 14:00	UCT+1	 12	       0.020
2017-09-18 15:00	UCT+1	 11	       0.020
2017-09-18 16:00	UCT+1	 11	       0.020
2017-09-18 17:00	UCT+1	 11	       0.020
2017-09-18 18:00	UCT+1	 11	       0.020
2017-09-18 19:00	UCT+1	 11	       0.020
2017-09-18 20:00	UCT+1	 11	       0.020
2017-09-18 21:00	UCT+1	 10	       0.020
2017-09-18 22:00	UCT+1	 10	       0.020
2017-09-18 23:00	UCT+1	 10	       0.020
2017-09-19 00:00	UCT+1	 10	       0.020
2017-09-19 01:00	UCT+1	  0	       0.020
2017-09-19 02:00	UCT+1	 10	       0.020
2017-09-19 03:00	UCT+1	 10	       0.020
2017-09-19 04:00	UCT+1	 10	       0.020
2017-09-19 05:00	UCT+1	 10	       0.020
2017-09-19 06:00	UCT+1	 10	       0.020
2017-09-19 07:00	UCT+1	 10	       0.020
2017-09-19 08:00	UCT+1	 10	       0.020
2017-09-19 09:00	UCT+1	 10	       0.020
2017-09-19 10:00	UCT+1	 10	       0.020
2017-09-19 11:00	UCT+1	 11	       0.020
2017-09-19 12:00	UCT+1	 11	       0.020
2017-09-19 13:00	UCT+1	 10	       0.020
2017-09-19 14:00	UCT+1	 10	       0.020
2017-09-19 15:00	UCT+1	 10	       0.020
2017-09-19 16:00	UCT+1	 10	       0.020
2017-09-19 17:00	UCT+1	  9	       0.020
2017-09-19 18:00	UCT+1	  9	       0.020
2017-09-19 19:00	UCT+1	  9	       0.020
2017-09-19 20:00	UCT+1	  9	       0.020
2017-09-19 21:00	UCT+1	  9	       0.020
2017-09-19 22:00	UCT+1	  9	       0.020
2017-09-19 23:00	UCT+1	  9	       0.020
2017-09-20 00:00	UCT+1	  8	       0.020
2017-09-20 01:00	UCT+1	  0	       0.020
2017-09-20 02:00	UCT+1	  9	       0.020
2017-09-20 03:00	UCT+1	  9	       0.020
2017-09-20 04:00	UCT+1	  8	       0.020
2017-09-20 05:00	UCT+1	  8	       0.020
2017-09-20 06:00	UCT+1	  8	       0.020
2017-09-20 07:00	UCT+1	  8	       0.020
2017-09-20 08:00	UCT+1	  8	       0.020
2017-09-20 09:00	UCT+1	  9	       0.020
2017-09-20 10:00	UCT+1	 12	       0.020
2017-09-20 11:00	UCT+1	 11	       0.020
2017-09-20 12:00	UCT+1	 12	       0.020
2017-09-20 13:00	UCT+1	 12	       0.020
2017-09-20 14:00	UCT+1	 12	       0.020
2017-09-20 15:00	UCT+1	 12	       0.020
2017-09-20 16:00	UCT+1	 12	       0.020
2017-09-20 17:00	UCT+1	 11	       0.020
2017-09-20 18:00	UCT+1	  9	       0.020
2017-09-20 19:00	UCT+1	  8	       0.020
2017-09-20 20:00	UCT+1	  9	       0.020
2017-09-20 21:00	UCT+1	  8	       0.020
2017-09-20 22:00	UCT+1	  8	       0.020
2017-09-20 23:00	UCT+1	  8	       0.020
2017-09-21 00:00	UCT+1	  9	       0.020
2017-09-21 01:00	UCT+1	  0	       0.020
2017-09-21 02:00	UCT+1	  8	       0.020
2017-09-21 03:00	UCT+1	  9	       0.020
2017-09-21 04:00	UCT+1	  9	       0.020
2017-09-21 10:00	UCT+1	 14	       0.020
2017-09-21 11:00	UCT+1	 15	       0.020
2017-09-21 12:00	UCT+1	 15	       0.020
2017-09-21 13:00	UCT+1	 16	       0.020
2017-09-21 14:00	UCT+1	 16	       0.020
2017-09-21 15:00	UCT+1	 15	       0.020
2017-09-21 16:00	UCT+1	 14	       0.020
2017-09-21 17:00	UCT+1	 13	       0.020
