Record of quality controled Water Level Data.  Caluclated using ErkenHrQC_5.pro on Thu Aug 08 09:03:27 2019
Input file = Is_Hr_Cum_orig2016-2019.csv

*********** Values exceeding 10.7000 replaced with missing value (NaN) ***********

Date/Time	TimeZone	EDay	Replaced Value

*********** Values less than 9.00000 replaced with missing value (NaN) ***********

Date/Time	TimeZone	EDay	Replaced Value
2018-12-01 00:00	UCT+1	  0	       9.419	   9.60	   0.18	  48	  48
2018-12-01 01:00	UCT+1	  0	       9.428	   9.60	   0.17	  48	  48
2018-12-01 02:00	UCT+1	  0	       9.439	   9.60	   0.16	  48	  48
2019-01-07 15:00	UCT+1	  0	       9.530	   9.70	   0.17	  48	  48
2019-01-07 16:00	UCT+1	  0	       9.528	   9.73	   0.20	  48	  48
2019-01-07 17:00	UCT+1	  0	       9.527	   9.75	   0.22	  48	  48
2019-01-07 18:00	UCT+1	  0	       9.525	   9.76	   0.23	  48	  48
2019-01-07 19:00	UCT+1	  0	       9.524	   9.76	   0.24	  48	  48
2019-01-07 20:00	UCT+1	  0	       9.522	   9.76	   0.24	  48	  48
2019-01-07 21:00	UCT+1	  0	       9.521	   9.76	   0.24	  48	  48
2019-01-07 22:00	UCT+1	  0	       9.519	   9.76	   0.24	  48	  48
2019-01-07 23:00	UCT+1	  0	       9.518	   9.76	   0.24	  48	  48
2019-01-08 00:00	UCT+1	  0	       9.517	   9.76	   0.24	  48	  48
2019-01-08 01:00	UCT+1	  0	       9.516	   9.76	   0.24	  48	  48
2019-01-08 02:00	UCT+1	  0	       9.515	   9.76	   0.24	  48	  48
2019-01-08 03:00	UCT+1	  0	       9.514	   9.76	   0.24	  48	  48
2019-01-08 04:00	UCT+1	  0	       9.514	   9.76	   0.25	  48	  48
2019-01-08 05:00	UCT+1	  0	       9.513	   9.76	   0.25	  48	  48
2019-01-08 06:00	UCT+1	  0	       9.513	   9.76	   0.25	  48	  48
2019-01-08 07:00	UCT+1	  0	       9.515	   9.76	   0.24	  48	  48
2019-01-08 08:00	UCT+1	  0	       9.520	   9.76	   0.24	  48	  48
2019-01-08 09:00	UCT+1	  0	       9.533	   9.76	   0.23	  48	  48
2019-01-08 10:00	UCT+1	  0	       9.545	   9.76	   0.21	  48	  48
2019-01-08 11:00	UCT+1	  0	       9.561	   9.76	   0.20	  48	  48
2019-01-08 12:00	UCT+1	  0	       9.584	   9.76	   0.18	  48	  48
2019-01-08 13:00	UCT+1	  0	       9.603	   9.76	   0.16	  48	  48
2019-02-07 11:00	UCT+1	  0	       9.551	   9.72	   0.17	  48	  48
2019-02-07 12:00	UCT+1	  0	       9.551	   9.75	   0.20	  48	  48
2019-02-07 13:00	UCT+1	  0	       9.551	   9.78	   0.23	  48	  48
2019-02-07 14:00	UCT+1	  0	       9.550	   9.78	   0.23	  48	  48
2019-02-07 15:00	UCT+1	  0	       9.550	   9.78	   0.23	  48	  48
2019-02-07 16:00	UCT+1	  0	       9.550	   9.79	   0.24	  48	  48
2019-02-07 17:00	UCT+1	  0	       9.550	   9.79	   0.24	  48	  48
2019-02-07 18:00	UCT+1	  0	       9.551	   9.79	   0.24	  48	  48
2019-02-07 19:00	UCT+1	  0	       9.551	   9.79	   0.24	  48	  48
2019-02-07 20:00	UCT+1	  0	       9.551	   9.80	   0.25	  48	  48
2019-02-07 21:00	UCT+1	  0	       9.552	   9.80	   0.25	  48	  48
2019-02-07 22:00	UCT+1	  0	       9.552	   9.81	   0.25	  48	  48
2019-02-07 23:00	UCT+1	  0	       9.556	   9.81	   0.26	  48	  48
2019-02-08 00:00	UCT+1	  0	       9.574	   9.81	   0.24	  48	  48
2019-02-08 01:00	UCT+1	  0	       9.597	   9.81	   0.22	  48	  48
2019-02-08 02:00	UCT+1	  0	       9.618	   9.81	   0.20	  48	  48
2019-02-08 03:00	UCT+1	  0	       9.634	   9.81	   0.18	  48	  48
2019-02-08 04:00	UCT+1	  0	       9.645	   9.81	   0.17	  48	  48
2019-02-08 05:00	UCT+1	  0	       9.654	   9.81	   0.16	  48	  48
2019-02-08 06:00	UCT+1	  0	       9.660	   9.81	   0.15	  48	  48
